area_sqft,floors,building_type,structure_type,wall_material,construction_stage,cement_bags,sand_cubic_meters,steel_kg,bricks_units,aggregates_cubic_meters,estimated_days,estimated_cost_inr
3133,4,Industrial,RCC,Brick,Foundation,1253,93.99,9399,25064,156.65,15,469950
1744,4,Commercial,Steel Frame,Concrete Blocks,Excavation,753,56.51,5651,15068,94.18,5,87200
3326,3,Residential,RCC,Concrete Blocks,Flooring,1197,89.8,8980,23947,149.67,10,332600
3469,5,Commercial,RCC,Brick,Excavation,1388,104.07,10407,27752,173.45,5,173450
4926,2,Commercial,Steel Frame,Brick,Excavation,2364,177.34,17734,47290,295.56,5,246300
3071,1,Residential,Steel Frame,Concrete Blocks,Plastering,1327,99.5,9950,26533,165.83,20,368520
3810,3,Industrial,Load Bearing,Brick,Flooring,1448,108.58,10858,28956,180.97,10,381000
1085,4,Industrial,Steel Frame,Brick,Framing,521,39.06,3906,10416,65.1,30,434000
4170,2,Residential,RCC,Brick,Excavation,1668,125.1,12510,33360,208.5,5,208500
1709,4,Residential,Steel Frame,Concrete Blocks,Framing,738,55.37,5537,14766,92.29,30,683600
3983,5,Residential,RCC,Concrete Blocks,Framing,1434,107.54,10754,28678,179.24,30,1593200
627,1,Residential,RCC,AAC Blocks,Flooring,201,15.05,1505,4013,25.08,10,62700
1158,4,Industrial,Load Bearing,AAC Blocks,Flooring,352,26.4,2640,7041,44,10,115800
2628,1,Industrial,Steel Frame,Concrete Blocks,Plastering,1135,85.15,8515,22706,141.91,20,315360
3782,4,Residential,Steel Frame,AAC Blocks,Flooring,1452,108.92,10892,29046,181.54,10,378200
3302,4,Residential,Steel Frame,AAC Blocks,Framing,1268,95.1,9510,25359,158.5,30,1320800
2344,2,Industrial,Load Bearing,Concrete Blocks,Flooring,802,60.12,6012,16033,100.21,10,234400
4300,4,Residential,Steel Frame,AAC Blocks,Excavation,1651,123.84,12384,33024,206.4,5,215000
1775,2,Commercial,Load Bearing,AAC Blocks,Foundation,540,40.47,4047,10792,67.45,15,266250
4673,1,Residential,Load Bearing,Concrete Blocks,Foundation,1598,119.86,11986,31963,199.77,15,700950
1394,2,Industrial,Load Bearing,Concrete Blocks,Flooring,477,35.76,3576,9535,59.59,10,139400
1945,1,Commercial,Steel Frame,Concrete Blocks,Framing,840,63.02,6302,16805,105.03,30,778000
3566,5,Industrial,Load Bearing,AAC Blocks,Flooring,1084,81.3,8130,21681,135.51,10,356600
1274,4,Commercial,RCC,AAC Blocks,Foundation,408,30.58,3058,8154,50.96,15,191100
2540,5,Commercial,Load Bearing,AAC Blocks,Flooring,772,57.91,5791,15443,96.52,10,254000
2473,1,Industrial,Load Bearing,Concrete Blocks,Plastering,846,63.43,6343,16915,105.72,20,296760
4365,5,Industrial,Load Bearing,Brick,Flooring,1659,124.4,12440,33174,207.34,10,436500
3997,4,Industrial,RCC,AAC Blocks,Excavation,1279,95.93,9593,25581,159.88,5,199850
3723,2,Industrial,RCC,Brick,Framing,1489,111.69,11169,29784,186.15,30,1489200
3194,5,Commercial,RCC,Brick,Flooring,1278,95.82,9582,25552,159.7,10,319400
1350,5,Commercial,Steel Frame,AAC Blocks,Excavation,518,38.88,3888,10368,64.8,5,67500
2823,5,Residential,Steel Frame,Brick,Plastering,1355,101.63,10163,27101,169.38,20,338760
1188,4,Residential,RCC,Brick,Excavation,475,35.64,3564,9504,59.4,5,59400
3443,2,Commercial,RCC,AAC Blocks,Plastering,1102,82.63,8263,22035,137.72,20,413160
2792,3,Residential,Steel Frame,AAC Blocks,Plastering,1072,80.41,8041,21443,134.02,20,335040
910,4,Commercial,Load Bearing,Brick,Framing,346,25.93,2594,6916,43.23,30,364000
1416,3,Residential,Load Bearing,Brick,Foundation,538,40.36,4036,10762,67.26,15,212400
2206,3,Industrial,Steel Frame,Brick,Framing,1059,79.42,7942,21178,132.36,30,882400
3190,1,Industrial,Load Bearing,Brick,Foundation,1212,90.91,9092,24244,151.53,15,478500
4256,1,Industrial,Load Bearing,AAC Blocks,Framing,1294,97.04,9704,25876,161.73,30,1702400
2477,1,Residential,Load Bearing,AAC Blocks,Framing,753,56.48,5648,15060,94.13,30,990800
1023,3,Commercial,Load Bearing,AAC Blocks,Excavation,311,23.32,2332,6220,38.87,5,51150
4951,3,Residential,Load Bearing,Brick,Excavation,1881,141.1,14110,37628,235.17,5,247550
4774,3,Industrial,Load Bearing,Brick,Excavation,1814,136.06,13606,36282,226.77,5,238700
2014,5,Residential,RCC,Concrete Blocks,Flooring,725,54.38,5438,14501,90.63,10,201400
2709,1,Commercial,Steel Frame,Concrete Blocks,Foundation,1170,87.77,8777,23406,146.29,15,406350
2145,2,Industrial,Steel Frame,Concrete Blocks,Flooring,927,69.5,6950,18533,115.83,10,214500
3097,2,Industrial,RCC,Brick,Foundation,1239,92.91,9291,24776,154.85,15,464550
1459,4,Residential,RCC,Concrete Blocks,Plastering,525,39.39,3939,10505,65.66,20,175080
4337,5,Commercial,RCC,Concrete Blocks,Flooring,1561,117.1,11710,31226,195.17,10,433700
2203,1,Commercial,RCC,Concrete Blocks,Flooring,793,59.48,5948,15862,99.14,10,220300
3265,1,Commercial,RCC,Brick,Framing,1306,97.95,9795,26120,163.25,30,1306000
2637,2,Commercial,Steel Frame,AAC Blocks,Plastering,1013,75.95,7595,20252,126.58,20,316440
1901,4,Commercial,RCC,Brick,Foundation,760,57.03,5703,15208,95.05,15,285150
3048,3,Commercial,Steel Frame,Brick,Excavation,1463,109.73,10973,29261,182.88,5,152400
3630,5,Commercial,RCC,Brick,Plastering,1452,108.9,10890,29040,181.5,20,435600
3724,3,Commercial,Steel Frame,Brick,Plastering,1788,134.06,13406,35750,223.44,20,446880
4280,1,Commercial,Load Bearing,AAC Blocks,Plastering,1301,97.58,9758,26022,162.64,20,513600
4760,2,Industrial,Steel Frame,AAC Blocks,Plastering,1828,137.09,13709,36557,228.48,20,571200
1744,5,Residential,Steel Frame,Brick,Foundation,837,62.78,6278,16742,104.64,15,261600
4189,2,Commercial,RCC,AAC Blocks,Framing,1340,100.54,10054,26810,167.56,30,1675600
4155,4,Industrial,Load Bearing,Brick,Foundation,1579,118.42,11842,31578,197.36,15,623250
3421,5,Commercial,Load Bearing,AAC Blocks,Flooring,1040,78,7800,20800,130,10,342100
1410,3,Residential,RCC,AAC Blocks,Excavation,451,33.84,3384,9024,56.4,5,70500
3371,2,Commercial,RCC,Concrete Blocks,Flooring,1214,91.02,9102,24271,151.7,10,337100
1474,3,Commercial,Steel Frame,AAC Blocks,Flooring,566,42.45,4245,11320,70.75,10,147400
2239,3,Industrial,Load Bearing,Concrete Blocks,Foundation,766,57.43,5743,15315,95.72,15,335850
4438,1,Industrial,RCC,Brick,Excavation,1775,133.14,13314,35504,221.9,5,221900
3552,5,Commercial,Load Bearing,AAC Blocks,Flooring,1080,80.99,8099,21596,134.98,10,355200
815,2,Residential,Load Bearing,Brick,Framing,310,23.23,2323,6194,38.71,30,326000
1734,2,Commercial,Load Bearing,AAC Blocks,Framing,527,39.54,3954,10543,65.89,30,693600
2074,3,Commercial,Load Bearing,Concrete Blocks,Excavation,709,53.2,5320,14186,88.66,5,103700
3633,4,Industrial,Steel Frame,Concrete Blocks,Plastering,1569,117.71,11771,31389,196.18,20,435960
4910,5,Industrial,Steel Frame,Brick,Foundation,2357,176.76,17676,47136,294.6,15,736500
1367,4,Industrial,Steel Frame,Brick,Foundation,656,49.21,4921,13123,82.02,15,205050
1550,5,Residential,RCC,AAC Blocks,Excavation,496,37.2,3720,9920,62,5,77500
684,2,Residential,Load Bearing,Brick,Excavation,260,19.49,1949,5198,32.49,5,34200
4214,2,Industrial,Load Bearing,Concrete Blocks,Flooring,1441,108.09,10809,28824,180.15,10,421400
4013,5,Residential,Load Bearing,Brick,Excavation,1525,114.37,11437,30499,190.62,5,200650
2645,3,Residential,Steel Frame,AAC Blocks,Foundation,1016,76.18,7618,20314,126.96,15,396750
4005,4,Residential,RCC,AAC Blocks,Framing,1282,96.12,9612,25632,160.2,30,1602000
4461,2,Commercial,Steel Frame,Brick,Flooring,2141,160.6,16060,42826,267.66,10,446100
4249,2,Commercial,RCC,Brick,Foundation,1700,127.47,12747,33992,212.45,15,637350
3861,1,Industrial,RCC,Brick,Excavation,1544,115.83,11583,30888,193.05,5,193050
4820,5,Industrial,Steel Frame,Concrete Blocks,Flooring,2082,156.17,15617,41645,260.28,10,482000
1600,2,Industrial,RCC,Brick,Excavation,640,48,4800,12800,80,5,80000
3720,2,Commercial,Load Bearing,AAC Blocks,Plastering,1131,84.82,8482,22618,141.36,20,446400
3930,1,Commercial,RCC,Concrete Blocks,Excavation,1415,106.11,10611,28296,176.85,5,196500
1480,1,Commercial,Load Bearing,Brick,Excavation,562,42.18,4218,11248,70.3,5,74000
2660,2,Residential,Load Bearing,Brick,Foundation,1011,75.81,7581,20216,126.35,15,399000
4587,4,Residential,Load Bearing,Brick,Foundation,1743,130.73,13073,34861,217.88,15,688050
2867,4,Industrial,Load Bearing,Concrete Blocks,Framing,981,73.54,7354,19610,122.56,30,1146800
3048,4,Residential,Steel Frame,Concrete Blocks,Flooring,1317,98.76,9876,26335,164.59,10,304800
4301,4,Industrial,RCC,Brick,Flooring,1720,129.03,12903,34408,215.05,10,430100
3244,5,Commercial,RCC,Brick,Excavation,1298,97.32,9732,25952,162.2,5,162200
4845,3,Industrial,Load Bearing,AAC Blocks,Excavation,1473,110.47,11047,29458,184.11,5,242250
3819,1,Commercial,RCC,Brick,Plastering,1528,114.57,11457,30552,190.95,20,458280
3054,3,Residential,RCC,Concrete Blocks,Excavation,1099,82.46,8246,21989,137.43,5,152700
1526,5,Industrial,Load Bearing,AAC Blocks,Framing,464,34.79,3479,9278,57.99,30,610400
3729,1,Residential,RCC,Brick,Flooring,1492,111.87,11187,29832,186.45,10,372900
3043,4,Residential,Load Bearing,AAC Blocks,Plastering,925,69.38,6938,18501,115.63,20,365160
2034,2,Residential,Load Bearing,Brick,Excavation,773,57.97,5797,15458,96.61,5,101700
1214,1,Commercial,Load Bearing,AAC Blocks,Flooring,369,27.68,2768,7381,46.13,10,121400
2039,3,Commercial,RCC,Brick,Flooring,816,61.17,6117,16312,101.95,10,203900
1573,5,Commercial,Steel Frame,Brick,Flooring,755,56.63,5663,15101,94.38,10,157300
3252,1,Industrial,RCC,AAC Blocks,Framing,1041,78.05,7805,20813,130.08,30,1300800
2505,1,Industrial,Steel Frame,Concrete Blocks,Framing,1082,81.16,8116,21643,135.27,30,1002000
2103,3,Industrial,Steel Frame,Concrete Blocks,Plastering,908,68.14,6814,18170,113.56,20,252360
2735,5,Industrial,Load Bearing,Brick,Plastering,1039,77.95,7795,20786,129.91,20,328200
2931,4,Residential,Steel Frame,Brick,Framing,1407,105.52,10552,28138,175.86,30,1172400
3930,5,Residential,RCC,AAC Blocks,Foundation,1258,94.32,9432,25152,157.2,15,589500
690,5,Industrial,RCC,Concrete Blocks,Excavation,248,18.63,1863,4968,31.05,5,34500
2368,4,Residential,RCC,AAC Blocks,Plastering,758,56.83,5683,15155,94.72,20,284160
4315,2,Commercial,Steel Frame,AAC Blocks,Foundation,1657,124.27,12427,33139,207.12,15,647250
1152,5,Residential,Steel Frame,Concrete Blocks,Framing,498,37.32,3732,9953,62.21,30,460800
3129,3,Industrial,Load Bearing,AAC Blocks,Flooring,951,71.34,7134,19024,118.9,10,312900
2705,4,Industrial,Load Bearing,AAC Blocks,Flooring,822,61.67,6167,16446,102.79,10,270500
4294,5,Industrial,Steel Frame,Concrete Blocks,Flooring,1855,139.13,13913,37100,231.88,10,429400
4873,1,Commercial,RCC,AAC Blocks,Foundation,1559,116.95,11695,31187,194.92,15,730950
3341,5,Industrial,Steel Frame,AAC Blocks,Flooring,1283,96.22,9622,25659,160.37,10,334100
1771,3,Commercial,Steel Frame,Concrete Blocks,Flooring,765,57.38,5738,15301,95.63,10,177100
2615,2,Commercial,RCC,AAC Blocks,Foundation,837,62.76,6276,16736,104.6,15,392250
4645,4,Commercial,Load Bearing,AAC Blocks,Framing,1412,105.91,10591,28242,176.51,30,1858000
4332,4,Industrial,Steel Frame,Brick,Excavation,2079,155.95,15595,41587,259.92,5,216600
1159,1,Commercial,Steel Frame,Brick,Plastering,556,41.72,4172,11126,69.54,20,139080
2884,1,Commercial,Steel Frame,Brick,Plastering,1384,103.82,10382,27686,173.04,20,346080
2467,1,Industrial,RCC,AAC Blocks,Foundation,789,59.21,5921,15789,98.68,15,370050
2807,3,Residential,RCC,AAC Blocks,Excavation,898,67.37,6737,17965,112.28,5,140350
1828,4,Residential,Load Bearing,AAC Blocks,Foundation,556,41.68,4168,11114,69.46,15,274200
1597,3,Industrial,RCC,Concrete Blocks,Framing,575,43.12,4312,11498,71.87,30,638800
3708,3,Residential,RCC,Brick,Framing,1483,111.24,11124,29664,185.4,30,1483200
1052,4,Residential,Steel Frame,Concrete Blocks,Flooring,454,34.08,3408,9089,56.81,10,105200
2365,5,Industrial,Load Bearing,Concrete Blocks,Foundation,809,60.66,6066,16177,101.1,15,354750
3365,3,Residential,RCC,Brick,Flooring,1346,100.95,10095,26920,168.25,10,336500
4817,4,Commercial,RCC,Concrete Blocks,Plastering,1734,130.06,13006,34682,216.77,20,578040
1914,1,Industrial,RCC,Brick,Plastering,766,57.42,5742,15312,95.7,20,229680
1902,2,Commercial,Load Bearing,Concrete Blocks,Foundation,650,48.79,4879,13010,81.31,15,285300
999,2,Residential,RCC,AAC Blocks,Foundation,320,23.98,2398,6394,39.96,15,149850
1190,3,Commercial,RCC,Concrete Blocks,Foundation,428,32.13,3213,8568,53.55,15,178500
2983,4,Residential,Load Bearing,Concrete Blocks,Excavation,1020,76.51,7651,20404,127.52,5,149150
522,2,Residential,Load Bearing,AAC Blocks,Flooring,159,11.9,1190,3174,19.84,10,52200
820,4,Residential,Steel Frame,AAC Blocks,Framing,315,23.62,2362,6298,39.36,30,328000
4029,5,Residential,RCC,AAC Blocks,Excavation,1289,96.7,9670,25786,161.16,5,201450
2101,2,Industrial,Load Bearing,Brick,Excavation,798,59.88,5988,15968,99.8,5,105050
2548,2,Residential,Steel Frame,Brick,Excavation,1223,91.73,9173,24461,152.88,5,127400
2384,3,Industrial,Steel Frame,Brick,Flooring,1144,85.82,8582,22886,143.04,10,238400
2226,4,Industrial,RCC,AAC Blocks,Foundation,712,53.42,5342,14246,89.04,15,333900
933,2,Residential,Steel Frame,Brick,Foundation,448,33.59,3359,8957,55.98,15,139950
1655,4,Residential,Steel Frame,Brick,Plastering,794,59.58,5958,15888,99.3,20,198600
4208,4,Residential,Steel Frame,AAC Blocks,Excavation,1616,121.19,12119,32317,201.98,5,210400
795,3,Residential,Load Bearing,AAC Blocks,Framing,242,18.13,1813,4834,30.21,30,318000
2582,4,Industrial,RCC,AAC Blocks,Plastering,826,61.97,6197,16525,103.28,20,309840
1642,2,Industrial,Load Bearing,Brick,Excavation,624,46.8,4680,12479,78,5,82100
4904,3,Industrial,Load Bearing,Brick,Flooring,1864,139.76,13976,37270,232.94,10,490400
1742,3,Commercial,RCC,Brick,Foundation,697,52.26,5226,13936,87.1,15,261300
3195,3,Commercial,RCC,Concrete Blocks,Foundation,1150,86.27,8626,23004,143.78,15,479250
4752,3,Industrial,RCC,AAC Blocks,Framing,1521,114.05,11405,30413,190.08,30,1900800
4351,2,Industrial,RCC,AAC Blocks,Foundation,1392,104.42,10442,27846,174.04,15,652650
4053,4,Residential,Load Bearing,Concrete Blocks,Plastering,1386,103.96,10396,27723,173.27,20,486360
689,4,Residential,Load Bearing,AAC Blocks,Flooring,209,15.71,1571,4189,26.18,10,68900
1120,3,Industrial,Steel Frame,Brick,Flooring,538,40.32,4032,10752,67.2,10,112000
2337,1,Residential,Steel Frame,Concrete Blocks,Plastering,1010,75.72,7572,20192,126.2,20,280440
1304,3,Residential,Load Bearing,Concrete Blocks,Plastering,446,33.45,3345,8919,55.75,20,156480
4769,5,Industrial,RCC,Concrete Blocks,Framing,1717,128.76,12876,34337,214.61,30,1907600
4417,5,Commercial,Steel Frame,Concrete Blocks,Flooring,1908,143.11,14311,38163,238.52,10,441700
4517,1,Residential,Load Bearing,Brick,Flooring,1716,128.73,12873,34329,214.56,10,451700
4005,5,Industrial,Steel Frame,AAC Blocks,Flooring,1538,115.34,11534,30758,192.24,10,400500
4006,1,Industrial,Steel Frame,Concrete Blocks,Excavation,1731,129.79,12979,34612,216.32,5,200300
1082,5,Commercial,Load Bearing,AAC Blocks,Framing,329,24.67,2467,6579,41.12,30,432800
4805,3,Industrial,RCC,Brick,Excavation,1922,144.15,14415,38440,240.25,5,240250
2565,5,Residential,RCC,Concrete Blocks,Excavation,923,69.26,6926,18468,115.42,5,128250
2232,2,Residential,RCC,Concrete Blocks,Flooring,804,60.26,6026,16070,100.44,10,223200
3194,1,Commercial,RCC,Concrete Blocks,Flooring,1150,86.24,8624,22997,143.73,10,319400
2882,3,Industrial,Steel Frame,Brick,Flooring,1383,103.75,10375,27667,172.92,10,288200
1264,1,Industrial,RCC,Concrete Blocks,Plastering,455,34.13,3413,9101,56.88,20,151680
4664,2,Residential,Load Bearing,AAC Blocks,Framing,1418,106.34,10634,28357,177.23,30,1865600
2109,1,Commercial,RCC,AAC Blocks,Framing,675,50.62,5062,13498,84.36,30,843600
4549,2,Industrial,Steel Frame,Brick,Flooring,2184,163.76,16376,43670,272.94,10,454900
4650,3,Industrial,Load Bearing,AAC Blocks,Excavation,1414,106.02,10602,28272,176.7,5,232500
4930,1,Commercial,Load Bearing,Concrete Blocks,Flooring,1686,126.45,12645,33721,210.76,10,493000
1578,4,Industrial,RCC,AAC Blocks,Flooring,505,37.87,3787,10099,63.12,10,157800
4732,3,Industrial,RCC,Concrete Blocks,Foundation,1704,127.76,12776,34070,212.94,15,709800
1727,2,Industrial,Load Bearing,Brick,Flooring,656,49.22,4922,13125,82.03,10,172700
2900,2,Commercial,Load Bearing,AAC Blocks,Foundation,882,66.12,6612,17632,110.2,15,435000
3512,2,Commercial,RCC,AAC Blocks,Foundation,1124,84.29,8429,22477,140.48,15,526800
1972,5,Commercial,Load Bearing,Brick,Plastering,749,56.2,5620,14987,93.67,20,236640
1628,4,Residential,Steel Frame,Brick,Flooring,781,58.61,5861,15629,97.68,10,162800
1618,2,Commercial,Load Bearing,AAC Blocks,Plastering,492,36.89,3689,9837,61.48,20,194160
4062,1,Residential,Steel Frame,Concrete Blocks,Flooring,1755,131.61,13161,35096,219.35,10,406200
2688,5,Commercial,RCC,AAC Blocks,Excavation,860,64.51,6451,17203,107.52,5,134400
1439,5,Industrial,RCC,AAC Blocks,Framing,460,34.54,3454,9210,57.56,30,575600
4811,1,Residential,RCC,AAC Blocks,Framing,1540,115.46,11546,30790,192.44,30,1924400
4705,5,Commercial,RCC,AAC Blocks,Foundation,1506,112.92,11292,30112,188.2,15,705750
2906,5,Residential,RCC,AAC Blocks,Foundation,930,69.74,6974,18598,116.24,15,435900
645,4,Commercial,Load Bearing,AAC Blocks,Excavation,196,14.71,1471,3922,24.51,5,32250
2915,5,Commercial,Steel Frame,Concrete Blocks,Excavation,1259,94.45,9445,25186,157.41,5,145750
2141,4,Residential,Load Bearing,Concrete Blocks,Flooring,732,54.92,5492,14644,91.53,10,214100
1765,1,Commercial,RCC,Concrete Blocks,Framing,635,47.65,4766,12708,79.42,30,706000
3250,5,Commercial,RCC,Concrete Blocks,Flooring,1170,87.75,8775,23400,146.25,10,325000
1795,4,Industrial,Load Bearing,AAC Blocks,Foundation,546,40.93,4093,10914,68.21,15,269250
746,4,Industrial,RCC,Brick,Plastering,298,22.38,2238,5968,37.3,20,89520
536,1,Industrial,RCC,Concrete Blocks,Foundation,193,14.47,1447,3859,24.12,15,80400
700,1,Commercial,RCC,AAC Blocks,Plastering,224,16.8,1680,4480,28,20,84000
1822,5,Residential,Load Bearing,Brick,Plastering,692,51.93,5193,13847,86.55,20,218640
2732,3,Industrial,Load Bearing,Brick,Excavation,1038,77.86,7786,20763,129.77,5,136600
916,4,Industrial,Load Bearing,AAC Blocks,Foundation,278,20.88,2088,5569,34.81,15,137400
1839,3,Industrial,Steel Frame,AAC Blocks,Excavation,706,52.96,5296,14124,88.27,5,91950
2277,3,Industrial,Load Bearing,Concrete Blocks,Excavation,779,58.41,5841,15575,97.34,5,113850
1886,4,Industrial,Load Bearing,Brick,Foundation,717,53.75,5375,14334,89.59,15,282900
840,5,Residential,Load Bearing,Concrete Blocks,Foundation,287,21.55,2155,5746,35.91,15,126000
1216,1,Industrial,Load Bearing,AAC Blocks,Framing,370,27.72,2772,7393,46.21,30,486400
4340,2,Residential,Steel Frame,AAC Blocks,Framing,1667,124.99,12499,33331,208.32,30,1736000
4641,5,Industrial,Steel Frame,Concrete Blocks,Flooring,2005,150.37,15037,40098,250.61,10,464100
4754,4,Industrial,RCC,Brick,Excavation,1902,142.62,14262,38032,237.7,5,237700
2214,5,Commercial,RCC,Concrete Blocks,Plastering,797,59.78,5978,15941,99.63,20,265680
1956,1,Commercial,Steel Frame,Brick,Framing,939,70.42,7042,18778,117.36,30,782400
2572,4,Commercial,Steel Frame,AAC Blocks,Flooring,988,74.07,7407,19753,123.46,10,257200
1318,3,Industrial,RCC,AAC Blocks,Flooring,422,31.63,3163,8435,52.72,10,131800
1119,2,Industrial,RCC,Brick,Framing,448,33.57,3357,8952,55.95,30,447600
2722,2,Commercial,RCC,Brick,Framing,1089,81.66,8166,21776,136.1,30,1088800
4151,5,Commercial,Steel Frame,Brick,Excavation,1992,149.44,14944,39850,249.06,5,207550
1655,4,Industrial,Load Bearing,Concrete Blocks,Foundation,566,42.45,4245,11320,70.75,15,248250
3187,1,Residential,Steel Frame,Concrete Blocks,Plastering,1377,103.26,10326,27536,172.1,20,382440
4786,2,Industrial,Steel Frame,Brick,Foundation,2297,172.3,17230,45946,287.16,15,717900
4467,3,Residential,RCC,Brick,Foundation,1787,134.01,13401,35736,223.35,15,670050
4389,4,Residential,Load Bearing,AAC Blocks,Foundation,1334,100.07,10007,26685,166.78,15,658350
2639,2,Residential,Load Bearing,AAC Blocks,Flooring,802,60.17,6017,16045,100.28,10,263900
540,4,Commercial,RCC,Concrete Blocks,Foundation,194,14.58,1458,3888,24.3,15,81000
4807,4,Commercial,Load Bearing,Concrete Blocks,Framing,1644,123.3,12330,32880,205.5,30,1922800
1200,1,Residential,Steel Frame,AAC Blocks,Foundation,461,34.56,3456,9216,57.6,15,180000
878,5,Residential,Steel Frame,Brick,Excavation,421,31.61,3161,8429,52.68,5,43900
3782,4,Residential,RCC,AAC Blocks,Foundation,1210,90.77,9077,24205,151.28,15,567300
1515,3,Industrial,Load Bearing,AAC Blocks,Foundation,461,34.54,3454,9211,57.57,15,227250
692,2,Industrial,Load Bearing,Concrete Blocks,Plastering,237,17.75,1775,4733,29.58,20,83040
991,2,Commercial,RCC,Brick,Flooring,396,29.73,2973,7928,49.55,10,99100
2254,3,Industrial,RCC,Concrete Blocks,Foundation,811,60.86,6086,16229,101.43,15,338100
3079,3,Commercial,RCC,AAC Blocks,Flooring,985,73.9,7390,19706,123.16,10,307900
2052,4,Industrial,Steel Frame,Brick,Foundation,985,73.87,7387,19699,123.12,15,307800
4446,3,Residential,RCC,Brick,Plastering,1778,133.38,13338,35568,222.3,20,533520
4541,4,Commercial,RCC,Concrete Blocks,Flooring,1635,122.61,12261,32695,204.35,10,454100
4090,2,Residential,RCC,Brick,Plastering,1636,122.7,12270,32720,204.5,20,490800
2496,4,Commercial,Load Bearing,AAC Blocks,Plastering,759,56.91,5691,15176,94.85,20,299520
3358,2,Industrial,Load Bearing,Concrete Blocks,Plastering,1148,86.13,8613,22969,143.55,20,402960
1916,1,Commercial,RCC,Brick,Foundation,766,57.48,5748,15328,95.8,15,287400
3819,5,Industrial,Steel Frame,AAC Blocks,Framing,1466,109.99,10999,29330,183.31,30,1527600
4929,2,Residential,Steel Frame,AAC Blocks,Excavation,1893,141.96,14196,37855,236.59,5,246450
1779,1,Residential,Load Bearing,Concrete Blocks,Plastering,608,45.63,4563,12168,76.05,20,213480
1230,5,Commercial,Load Bearing,AAC Blocks,Plastering,374,28.04,2804,7478,46.74,20,147600
652,1,Residential,Load Bearing,Concrete Blocks,Excavation,223,16.72,1672,4460,27.87,5,32600
4513,1,Industrial,Steel Frame,Brick,Foundation,2166,162.47,16247,43325,270.78,15,676950
4054,2,Commercial,Load Bearing,Concrete Blocks,Framing,1386,103.99,10399,27729,173.31,30,1621600
4237,2,Industrial,Load Bearing,Concrete Blocks,Plastering,1449,108.68,10868,28981,181.13,20,508440
1936,1,Residential,Load Bearing,Brick,Foundation,736,55.18,5518,14714,91.96,15,290400
1491,4,Commercial,Steel Frame,Concrete Blocks,Flooring,644,48.31,4831,12882,80.51,10,149100
1100,5,Commercial,RCC,Brick,Excavation,440,33,3300,8800,55,5,55000
2472,5,Commercial,RCC,Concrete Blocks,Foundation,890,66.74,6674,17798,111.24,15,370800
1127,1,Commercial,RCC,Brick,Foundation,451,33.81,3381,9016,56.35,15,169050
1582,1,Industrial,Steel Frame,Concrete Blocks,Framing,683,51.26,5126,13668,85.43,30,632800
4561,5,Residential,RCC,Brick,Excavation,1824,136.83,13683,36488,228.05,5,228050
3223,5,Commercial,RCC,AAC Blocks,Flooring,1031,77.35,7735,20627,128.92,10,322300
567,4,Industrial,Load Bearing,Brick,Foundation,215,16.16,1616,4309,26.93,15,85050
837,5,Commercial,RCC,AAC Blocks,Foundation,268,20.09,2009,5357,33.48,15,125550
3826,4,Industrial,Steel Frame,Concrete Blocks,Foundation,1653,123.96,12396,33057,206.6,15,573900
710,1,Residential,Steel Frame,Brick,Foundation,341,25.56,2556,6816,42.6,15,106500
3953,4,Commercial,Load Bearing,Brick,Flooring,1502,112.66,11266,30043,187.77,10,395300
4412,3,Industrial,RCC,AAC Blocks,Framing,1412,105.89,10589,28237,176.48,30,1764800
3923,4,Residential,Steel Frame,Brick,Framing,1883,141.23,14123,37661,235.38,30,1569200
1790,2,Commercial,Load Bearing,Brick,Excavation,680,51.01,5102,13604,85.02,5,89500
523,1,Commercial,RCC,AAC Blocks,Framing,167,12.55,1255,3347,20.92,30,209200
4649,2,Commercial,Load Bearing,Concrete Blocks,Excavation,1590,119.25,11925,31799,198.74,5,232450
1853,1,Residential,Steel Frame,Brick,Framing,889,66.71,6671,17789,111.18,30,741200
2997,5,Industrial,Steel Frame,Brick,Foundation,1439,107.89,10789,28771,179.82,15,449550
4119,2,Industrial,Load Bearing,AAC Blocks,Flooring,1252,93.91,9391,25044,156.52,10,411900
4288,3,Residential,RCC,Concrete Blocks,Framing,1544,115.78,11578,30874,192.96,30,1715200
4098,5,Industrial,Load Bearing,Concrete Blocks,Framing,1402,105.11,10511,28030,175.19,30,1639200
3655,5,Industrial,RCC,Concrete Blocks,Plastering,1316,98.68,9868,26316,164.47,20,438600
4303,1,Industrial,Steel Frame,Brick,Foundation,2065,154.91,15491,41309,258.18,15,645450
3882,5,Commercial,Steel Frame,Concrete Blocks,Foundation,1677,125.78,12578,33540,209.63,15,582300
1347,1,Commercial,RCC,Brick,Plastering,539,40.41,4041,10776,67.35,20,161640
4827,2,Industrial,Load Bearing,Concrete Blocks,Foundation,1651,123.81,12381,33017,206.35,15,724050
4820,1,Commercial,RCC,Concrete Blocks,Plastering,1735,130.14,13014,34704,216.9,20,578400
2222,2,Commercial,Load Bearing,Brick,Flooring,844,63.33,6333,16887,105.55,10,222200
2429,5,Industrial,RCC,AAC Blocks,Flooring,777,58.3,5830,15546,97.16,10,242900
2625,5,Commercial,Steel Frame,AAC Blocks,Excavation,1008,75.6,7560,20160,126,5,131250
685,3,Commercial,Steel Frame,Concrete Blocks,Flooring,296,22.19,2219,5918,36.99,10,68500
