ProjectType,ProjectSize_sqm,Location,Complexity,NumFloors,StartDate,EndDate,ConstructionCost,MaterialCost,LaborCost,EquipmentCost,PermitCost,ContingencyCost,OverheadCost,NumWorkers,WeatherConditions,PrevProjectCompletionTime,PrevProjectCost,ConstructionLevel
Commercial,6233,Suburban,1,47,24-07-2023 07:08,09-06-2024 07:08,15298885.56,9176528.897,4833536.71,1879929.885,274728.0276,1117572.744,1362148.441,176,Rain,87,12501204.24,Medium
Infrastructure,1101,Rural,1,18,11-02-2018 09:21,12-06-2018 09:21,934318.8328,344402.0651,184654.5304,70540.72714,8640.696377,62360.08918,143218.2078,192,Windy,729,76222100.53,Small
Residential,17099,Urban,1,42,07-09-2023 00:20,01-03-2026 00:20,17304349.32,4562145.247,3787914.714,1047675.935,804744.3841,1326684.77,913826.8536,108,Windy,826,92935400.12,Large
Educational,1756,Suburban,2,39,30-03-2024 08:27,06-10-2024 08:27,890868.2787,302686.8912,215065.9933,80068.6731,41853.41585,41239.33553,119640.3122,155,Storm,515,54628920.17,Small
Residential,19693,Rural,2,1,28-06-2024 18:06,14-07-2027 18:06,36108673.48,14722906.38,13943280.66,3392711.131,1684458.057,2169100.521,3246983.028,165,Windy,466,15742939.01,Large
Residential,9823,Rural,2,36,09-05-2015 08:52,19-10-2016 08:52,21060830.3,8595237.004,7988115.249,2817171.183,489266.8493,2097096.66,2813200.01,184,Foggy,166,17599804.02,Medium
Industrial,4218,Suburban,2,22,13-08-2016 08:25,28-04-2017 08:25,7619873.877,1825811.089,1398930.813,590761.4934,184853.1996,696905.9003,732422.023,179,Foggy,228,42711538.97,Small
Residential,10220,Urban,4,30,14-01-2021 19:15,02-10-2022 19:15,11939375.83,7071301.346,2196135.778,1600075.353,103140.6817,905235.1099,1306775.986,85,Storm,218,24441727.63,Large
Commercial,15516,Urban,1,5,15-12-2024 13:27,21-05-2027 13:27,13719715.65,5901702.512,2977437.592,1741303.31,372147.7223,458994.3586,2105796.774,290,Windy,985,66398895.61,Large
Infrastructure,11809,Rural,5,34,04-12-2022 11:28,28-11-2024 11:28,24141396.16,11949120.92,6608205.515,3445402.084,896864.3274,1194644.656,2337374.806,214,Snow,621,90395323.9,Large
Commercial,778,Urban,5,50,29-02-2016 13:39,22-09-2016 13:39,528875.0424,293961.5217,132271.963,65580.99291,18769.33606,43288.25958,96291.61,151,Snow,931,15205255.34,Small
Residential,640,Suburban,4,33,03-06-2018 03:18,23-11-2018 03:18,1289298.612,416026.7135,437579.6957,72061.65866,27668.26414,101802.905,226901.6976,151,Foggy,706,60945349.68,Small
Residential,14663,Suburban,2,12,26-08-2015 06:44,15-01-2018 06:44,30668520.63,6541570.157,5584672.586,1794697.243,353262.6187,1186109.75,2067625.689,172,Windy,933,30097961.83,Large
Infrastructure,8001,Suburban,5,22,23-09-2024 21:54,09-04-2026 21:54,19595085.99,5912599.554,3873213.547,1353870.934,138021.1746,670555.648,2551565.491,150,Storm,435,43809824.71,Medium
Commercial,15336,Suburban,4,18,04-06-2020 22:21,27-09-2022 22:21,17654026.05,3960003.478,6600499.958,1036189.432,308396.8923,1091026.206,2743856.61,90,Rain,284,42452076.13,Large
Industrial,611,Suburban,3,19,14-09-2021 20:19,05-02-2022 20:19,1148950.869,364893.9574,360941.8982,91673.97083,42102.75041,104435.1254,157730.4956,117,Clear,517,12633713.85,Small
Infrastructure,13694,Urban,4,17,29-06-2015 01:29,11-08-2017 01:29,14945937.79,7476763.596,4778191.307,1384768.931,722543.6378,477679.8229,1801297.626,267,Windy,341,561118.5751,Large
Residential,9017,Urban,2,20,29-10-2021 15:25,08-05-2023 15:25,7193526.981,3705030.03,1542770.943,893984.4267,113518.5473,413057.2151,545717.4819,89,Windy,644,21631194.1,Medium
Infrastructure,1614,Suburban,2,15,15-08-2024 05:10,17-02-2025 05:10,2062443.809,435277.906,409336.5549,301951.2223,41269.21222,133596.6044,254721.9515,82,Windy,846,74970775.67,Small
Educational,18063,Urban,4,50,30-12-2022 10:15,19-10-2025 10:15,21205305.15,5104336.757,8474165.186,2331235.186,995848.642,1913222.453,3887718.538,274,Clear,802,51959437.19,Large
Residential,19226,Rural,2,18,18-07-2016 18:17,09-07-2019 18:17,19079659.05,8145505.624,6505864.542,2317025.263,157969.37,1082230.647,2637437.398,208,Storm,773,7984433.679,Large
Commercial,6857,Rural,4,12,10-11-2021 21:00,01-04-2023 21:00,3242859.694,844332.949,1001081.021,261931.0807,146057.2067,125016.1179,394231.2703,133,Windy,909,11528225.11,Medium
Educational,15099,Suburban,4,25,15-10-2024 05:30,09-01-2027 05:30,10558477.26,3447164.139,2733970.147,1088195.399,414299.8929,931777.2608,607100.077,124,Snow,181,68292442.64,Large
Educational,8953,Suburban,1,4,11-09-2023 11:05,04-01-2025 11:05,17549156.13,5149876.601,4800942.613,2037352.364,873146.7728,1693117.334,1493832.073,239,Snow,490,72708940.31,Medium
Educational,11778,Urban,1,29,19-09-2022 20:00,02-09-2024 20:00,11110856.14,2518554.056,3742259.468,1632143.099,173997.8597,934878.2937,932689.2431,143,Clear,941,62441103.68,Large
Commercial,3790,Rural,3,28,04-05-2020 22:57,10-03-2021 22:57,3711945.981,2084033.777,1021570.192,532011.0277,171167.3142,325138.0122,404392.9753,165,Snow,481,14932916.91,Small
Industrial,8074,Suburban,4,46,30-12-2023 10:14,21-06-2025 10:14,13362404.56,7026201.226,2751793.756,1482184.328,340518.1071,880221.8694,2124212.241,177,Rain,344,34635695.76,Medium
Infrastructure,13417,Urban,1,36,24-11-2019 16:46,24-01-2022 16:46,6900529.138,2819996.882,2454723.906,984345.9176,316063.5855,337005.3188,1332097.727,192,Clear,979,98655599.92,Large
Residential,4930,Rural,3,12,11-10-2022 08:20,11-08-2023 08:20,2557458.161,1434214.824,583818.7502,247076.6965,46870.45031,177124.2121,212436.9299,51,Storm,114,97160158.66,Small
Infrastructure,9916,Suburban,5,19,27-11-2020 14:03,22-07-2022 14:03,21205212.84,12066198.37,8323927.592,3138262.498,825565.134,1280641.852,3161158.999,47,Clear,572,58909194.38,Medium
Residential,9781,Urban,5,8,08-12-2018 14:25,21-07-2020 14:25,18223065.7,8336950.551,5965303.624,2683473.827,766162.9305,1235876.409,2819363.907,162,Rain,477,26110099.12,Medium
Infrastructure,9361,Suburban,3,38,02-07-2018 16:13,21-01-2020 16:13,21563490.25,7994803.662,8539988.615,1971085.276,933818.8724,722505.9527,2942404.775,24,Windy,659,31424889.04,Medium
Infrastructure,15223,Rural,3,15,30-08-2015 10:51,02-12-2017 10:51,36189093.37,10224713.92,5684159.424,2269734.265,1283714.758,2698847.153,2335129.999,259,Clear,373,97556890.32,Large
Residential,7669,Rural,3,6,21-05-2015 05:33,28-06-2016 05:33,9538310.643,2936204.179,2394210.139,899611.6832,367592.579,382112.4294,882435.2146,32,Windy,84,80157240.42,Medium
Educational,13142,Urban,5,33,06-08-2022 01:39,16-11-2024 01:39,28949699.97,13486856.12,5640406.894,3217540.21,531627.9289,2518845.046,2273960.042,230,Windy,927,4100780.714,Large
Infrastructure,12866,Urban,5,2,17-05-2023 01:30,19-06-2025 01:30,9617469.562,3314608.764,3688529.945,1134010.957,195504.4059,294546.5003,1399587.705,200,Snow,384,23628006.09,Large
Educational,14756,Rural,3,6,28-03-2019 04:14,01-06-2021 04:14,17888409.2,8435796.435,2907336.834,2206315.708,156554.1216,1303258.344,2974313.3,166,Storm,183,73837800.63,Large
Infrastructure,2065,Urban,5,3,07-11-2015 06:23,22-06-2016 06:23,4090502.76,2295228.737,618573.7987,351184.2259,58840.20527,281298.4629,581079.378,112,Foggy,791,1357677.627,Small
Industrial,15024,Suburban,4,39,14-04-2019 01:07,23-08-2021 01:07,9520330.981,2172541.247,1728229.795,517777.2559,105022.508,319460.2812,1775761.188,201,Rain,630,57134028.49,Large
Educational,10414,Urban,1,23,24-02-2018 08:45,27-07-2019 08:45,18191330.66,10681904.36,6582041.288,1544122.245,591038.5573,603542.8807,1524160.512,60,Rain,322,20438711.29,Large
Residential,16547,Rural,5,25,02-06-2024 06:30,16-02-2027 06:30,17758222.32,4140733.159,5165476.243,1818354.709,845561.9023,626866.19,1777461.523,258,Foggy,642,43406161.35,Large
Residential,18653,Urban,1,6,10-10-2019 14:59,08-06-2022 14:59,18078016.72,7887220.937,7224828.079,975480.1346,103522.8669,1587919.544,1077222.259,82,Snow,84,61849169.57,Large
Residential,5758,Rural,5,15,21-10-2015 00:08,26-10-2016 00:08,5886756.565,2024496.97,1441171.882,780777.6603,221435.0075,503642.4872,332345.6162,255,Windy,186,40322767.39,Medium
Residential,6604,Urban,1,35,26-01-2024 02:10,21-02-2025 02:10,2790561.199,1500678.06,444639.5486,397638.2943,37794.38009,160598.0069,328497.806,41,Rain,299,44298115.15,Medium
Commercial,5741,Urban,5,7,28-11-2021 05:08,26-01-2023 05:08,3657736.642,1364723.702,1048603.043,516183.1723,123451.4214,276979.1914,262625.0436,17,Snow,536,89649379.85,Medium
Infrastructure,5518,Rural,3,12,11-03-2016 04:13,05-04-2017 04:13,4934682.546,2886017.653,1666038.405,557451.2879,54949.30216,464426.6968,972542.578,171,Snow,625,91229167.48,Medium
Residential,594,Rural,2,10,29-12-2022 10:54,22-06-2023 10:54,721964.4489,342994.2751,222482.178,85771.71091,11910.59252,44094.4023,141017.7128,125,Storm,962,10122147.49,Small
Educational,7100,Rural,5,26,02-02-2019 05:32,15-07-2020 05:32,9583166.726,2053788.481,2294526.474,814239.0536,152641.0663,324745.5134,651237.6867,263,Foggy,895,67549347.63,Medium
Infrastructure,13408,Rural,1,36,17-10-2016 21:43,04-09-2018 21:43,15647405.74,7442796.033,4446166.099,785841.6605,539168.9741,905205.6457,2962024.147,165,Rain,55,45436492.22,Large
Infrastructure,2524,Urban,1,2,15-06-2020 17:21,17-11-2020 17:21,2152003,809509.9724,671138.866,291180.1642,25895.98416,111536.4743,404965.3738,241,Windy,255,34974666.27,Small
Commercial,14158,Suburban,5,9,06-08-2017 12:56,18-10-2019 12:56,35384130.91,17307298.98,6089396.523,2838272.272,1362510.964,3015732.044,3838834.696,276,Storm,423,14612681.08,Large
Industrial,3127,Urban,4,1,07-09-2020 21:50,19-07-2021 21:50,7807072.123,3766326.227,2033995.273,1142647.037,375362.8983,500214.04,1354412.901,251,Storm,860,61261248.77,Small
Commercial,14686,Suburban,3,22,18-01-2019 18:39,07-03-2021 18:39,36454859.19,9265048.846,7834898.203,3413687.888,704488.0391,2443784.322,2244404.849,190,Rain,57,8258304.076,Large
Commercial,6283,Urban,1,20,01-07-2020 03:55,25-07-2021 03:55,4761005.224,2272295.236,1883261.049,658854.8639,39781.79665,373887.4011,369135.6198,32,Rain,598,95691816.75,Medium
Commercial,9900,Suburban,3,48,30-01-2024 02:41,24-09-2025 02:41,10788974.53,5967864.739,1979928.928,1256779.712,184514.9965,1020029.222,1159820.917,156,Snow,555,33151765.53,Medium
Industrial,7114,Urban,1,18,20-04-2015 18:14,03-07-2016 18:14,12732194.69,5414013.976,2580710.961,639553.0241,246951.4269,560137.3417,1505835.071,279,Rain,639,29978767.39,Medium
Residential,16521,Rural,5,50,25-05-2019 03:27,19-12-2021 03:27,23921946.26,7466238.719,8808281.76,3424969.872,560987.8741,758689.5485,3317676.847,99,Snow,72,76067916.88,Large
Commercial,1217,Rural,2,42,28-05-2022 23:01,22-09-2022 23:01,2885421.51,837836.6342,1116950,315865.1753,80913.23472,139088.4702,489702.5547,261,Snow,215,972528.3759,Small
Educational,1549,Rural,3,8,24-06-2021 15:32,26-12-2021 15:32,3116990.448,717175.4275,1081985.368,428140.4705,78766.75465,170522.0864,531082.4605,165,Foggy,539,12595263.03,Small
Industrial,1736,Rural,1,22,28-06-2024 16:18,16-11-2024 16:18,3398482.127,1860963.063,728611.0724,203919.1794,164411.219,105264.7133,577675.2646,213,Clear,646,1865031.275,Small
Residential,15235,Rural,2,13,14-10-2020 21:49,05-12-2022 21:49,27560372.4,13956290.11,10789504.43,3462049.547,1110338.092,1252830.351,3161371.55,150,Clear,134,44151228.48,Large
Residential,4738,Suburban,2,40,12-07-2019 03:44,25-04-2020 03:44,6518224.807,2609873.735,1268540.286,627027.7077,119430.3953,505708.3333,484571.3368,292,Windy,509,94718554.96,Small
Infrastructure,4107,Suburban,3,27,14-02-2022 12:45,03-02-2023 12:45,3211551.893,1444112.776,501425.7389,332197.0995,44577.60559,124036.2221,375869.0154,49,Snow,936,27372568.13,Small
Educational,18739,Suburban,4,23,14-11-2015 06:46,30-09-2018 06:46,15011068.76,6498143.571,5390836.909,2131256.01,645023.3739,520440.5723,1895206.629,254,Storm,763,59364457.5,Large
Infrastructure,1650,Suburban,4,37,24-10-2017 08:07,10-05-2018 08:07,3144570.048,755706.103,606897.1348,414885.1852,152627.9754,97832.35369,278546.0582,226,Storm,770,22171647.93,Small
Educational,13999,Rural,4,10,21-09-2017 06:01,17-11-2019 06:01,18446019.58,7307461.314,6654211.99,1368162.409,173332.6689,1536573.977,1449612.431,177,Foggy,563,77574427.17,Large
Infrastructure,17129,Rural,1,22,18-06-2021 00:50,26-12-2023 00:50,20746705.89,12314193.36,5198121.157,3039246.744,799451.4319,1824445.221,3029970.846,256,Clear,252,87619679.69,Large
Residential,10567,Rural,2,5,24-05-2017 02:12,13-02-2019 02:12,18265770.43,9654450.952,3770266.026,1144422.482,437337.3979,1791512.838,2079168.864,10,Storm,822,85381245.55,Large
Educational,14114,Rural,1,40,03-11-2024 19:34,23-11-2026 19:34,13065624.04,7127632.716,3327067.759,1393993.583,522654.3448,1005306.124,2115537.64,236,Windy,580,28441356.14,Large
Infrastructure,3717,Rural,5,48,18-07-2019 19:39,02-08-2020 19:39,7497223.739,3169536.023,2754300.2,524951.9038,68958.26453,226696.3833,1332048.663,34,Snow,985,6045514.089,Small
Residential,9764,Suburban,1,44,15-09-2015 13:58,05-03-2017 13:58,6697993.057,3160158.318,2630508.409,867180.6963,279178.7092,480351.3153,918887.7452,169,Foggy,292,97256768.16,Medium
Educational,11103,Urban,4,12,31-12-2023 17:17,07-11-2025 17:17,24387159.08,12989798.87,6043159.488,2240435.303,928439.9512,1127097.07,1268690.42,213,Windy,615,87906109.61,Large
Industrial,17863,Urban,2,35,16-07-2020 12:27,23-03-2023 12:27,20408857.19,10321045.97,3305465.173,1516044.195,978418.1254,1897288.777,1041518.859,133,Clear,835,78741127.32,Large
Industrial,4985,Urban,4,17,20-07-2021 16:48,19-09-2022 16:48,9620690.714,5155420.325,3041234.674,1397755.951,178291.8926,390010.7112,1816695.464,98,Storm,953,40259524.61,Small
Commercial,1046,Urban,4,14,12-10-2023 23:40,17-01-2024 23:40,852551.4491,437850.2762,186107.8923,124728.2654,33963.68408,59464.09891,112025.8338,264,Foggy,353,73838010.47,Small
Residential,16716,Rural,3,21,22-04-2021 17:58,31-10-2023 17:58,39701074.32,15127160.29,6462594.587,5060054.434,1861899.92,1700119.325,4876530.78,232,Rain,458,38885919.18,Large
Residential,12969,Suburban,5,47,21-07-2024 18:52,04-09-2026 18:52,8009906.612,2377594.853,1207934.512,544047.4577,231549.477,376202.7266,1266813.316,243,Windy,868,72828665.97,Large
Commercial,19381,Suburban,2,37,10-10-2016 17:11,26-06-2019 17:11,46058383.45,12692974.24,15668338.04,4684333.248,1584838.396,1808727.077,3998044.565,185,Snow,67,31938797.97,Large
Infrastructure,17925,Rural,2,12,28-05-2015 03:09,28-02-2018 03:09,13469237.66,4619239.798,3974121.466,860909.0493,415672.5867,510582.9579,1402542.993,229,Rain,702,5893927.895,Large
Industrial,8243,Urban,1,2,18-01-2020 13:26,13-05-2021 13:26,13273937.85,3612409.477,3490729.074,1512119.772,122144.6651,1055330.532,2237914.325,257,Foggy,440,92398893.38,Medium
Industrial,3620,Urban,3,29,19-05-2021 13:47,20-01-2022 13:47,3396454.611,942254.854,1120265.003,237414.2817,129589.7736,152025.7799,237720.4415,87,Clear,418,81227355.21,Small
Industrial,17878,Suburban,5,18,23-02-2022 01:00,25-11-2024 01:00,26096382.25,10760478.89,6440217.584,2629696.035,486898.0931,2353099.792,3713892.295,21,Storm,112,68980137.14,Large
Infrastructure,11493,Urban,5,19,30-04-2019 06:50,26-02-2021 06:50,17902583.69,8501218.605,2766740.127,2666787.813,570975.5056,675761.4274,1038411.119,40,Windy,97,45359645.23,Large
Commercial,1695,Suburban,2,48,21-10-2024 17:48,17-04-2025 17:48,770411.8678,322673.5862,150324.3622,86305.92502,32856.83919,24455.37909,136523.0142,64,Rain,681,14585075.69,Small
Infrastructure,3751,Urban,3,3,25-04-2015 23:39,16-03-2016 23:39,5872065.682,1386813.029,1164448.699,744823.7884,280787.2952,488956.9557,549806.3794,287,Rain,960,27594047.45,Small
Commercial,16717,Urban,2,2,06-02-2022 07:54,26-06-2024 07:54,10278517.04,3419993.885,1950083.533,994732.5008,280437.4996,514355.057,1088774.183,237,Clear,136,792100.6832,Large
Residential,5196,Rural,2,32,07-04-2024 05:32,25-04-2025 05:32,3950072.638,1163588.264,1128952.704,363290.9841,171880.1732,125032.2475,246565.1163,282,Foggy,976,84081682.43,Medium
Commercial,9535,Rural,5,15,06-01-2022 17:25,24-10-2023 17:25,19252116.93,7887763.73,7083800.789,2528323.877,743966.1808,1819235.941,3691653.016,283,Storm,981,14260558.69,Medium
Infrastructure,12912,Urban,5,29,14-02-2023 05:46,11-04-2025 05:46,22730766.47,12725438.1,7573444.141,2917193.56,380009.595,1544504.25,2396530.413,71,Foggy,563,77595142.7,Large
Commercial,11411,Suburban,3,39,03-03-2018 15:00,19-02-2020 15:00,14952563.18,3710493.725,4808789.047,1653186.385,401286.9493,817403.4131,2456762.211,16,Rain,848,43327381.48,Large
Residential,16482,Rural,5,33,22-09-2019 18:40,20-06-2022 18:40,20106265.01,11952587.82,6967949.227,2504841.65,488595.4366,1262854.911,3459878.246,258,Rain,787,28145794.73,Large
Commercial,8946,Suburban,4,45,22-09-2024 08:00,22-04-2026 08:00,10189400.35,4350769.888,3163692.499,604943.3912,108506.9234,929514.3453,1278202.393,46,Rain,569,84381137.6,Medium
Commercial,1083,Suburban,3,1,14-02-2018 21:07,16-07-2018 21:07,2014997.341,484082.7378,316041.6035,131299.7248,29536.63324,141793.9389,333967.8186,297,Clear,502,31492488.08,Small
Infrastructure,7847,Rural,3,47,23-01-2017 01:13,06-06-2018 01:13,14837291.11,6712955.449,2802586.776,2185879.545,522291.287,579156.8914,1045527.687,86,Snow,588,3209920.1,Medium
Residential,4119,Suburban,5,12,03-07-2017 18:19,22-04-2018 18:19,6533013.154,1645872.865,2321989.461,642904.5979,123467.5289,539262.5678,404107.8293,275,Storm,148,76610538.98,Small
Residential,3158,Suburban,2,20,26-10-2024 22:51,27-07-2025 22:51,6476365.296,2985086.509,1959156.212,922573.0869,46521.33345,337223.4107,1264879.232,202,Snow,838,36066788.88,Small
Residential,4312,Suburban,4,44,23-01-2022 17:05,22-01-2023 17:05,1734957.559,892513.285,297058.9123,212459.6987,84144.58451,58466.66036,294606.9785,122,Clear,851,14365200.08,Small
Residential,9604,Rural,3,5,30-12-2020 03:27,10-06-2022 03:27,15728510.3,4460582.054,2888443.351,1463213.629,371166.0027,978408.4494,2338327.548,235,Storm,349,13469646.81,Medium
Commercial,19335,Urban,5,27,23-03-2017 03:32,28-02-2020 03:32,27949753.22,7002302.651,6240631.798,3743233.303,544976.0979,1304033.691,3069465.42,214,Storm,346,53150224.02,Large
Industrial,7768,Urban,5,8,22-06-2024 03:26,08-11-2025 03:26,4113017.442,2175920.788,774647.6418,514523.989,126595.5482,376405.7944,321937.0381,42,Snow,393,52482809.2,Medium
Infrastructure,19696,Rural,2,43,13-08-2016 08:50,30-05-2019 08:50,22017915.5,7273338.826,5276365.287,3102086.075,873274.6244,1932534.194,3380153.555,88,Snow,116,25086514.8,Large
Infrastructure,10891,Urban,3,17,15-12-2022 02:18,02-11-2024 02:18,10551456.96,3821905.885,3873933.868,1324159.65,480659.7168,391290.0983,1051367.779,93,Rain,852,41580763.15,Large
Infrastructure,13474,Urban,1,25,14-06-2024 03:17,17-06-2026 03:17,17282415.84,8847759.32,5916821.561,1997737.053,213060.5306,667989.1478,2304688.459,156,Foggy,459,93915324.16,Large
Residential,11320,Suburban,3,47,15-09-2016 06:04,03-08-2018 06:04,19309012.9,8887365.75,7604127.734,2289651.953,215722.4908,1579662.586,1094891.836,228,Rain,529,35490166.12,Large
Educational,18395,Suburban,4,44,25-08-2022 00:37,01-05-2025 00:37,18293237.7,6231486.564,5932139.985,2195027.8,495253.4002,913570.7567,2672503.716,282,Clear,176,40350547.35,Large
Educational,2388,Urban,4,41,20-03-2019 21:08,17-10-2019 21:08,5331825.678,1516677.971,1955792.051,696242.5629,70276.06787,298779.1525,664907.5009,71,Storm,429,71780276.16,Small
Infrastructure,12751,Urban,2,19,15-02-2015 18:57,14-03-2017 18:57,24073023.08,4917402.399,4408612.879,2251973.83,585604.0675,1876194.282,3464664.373,55,Windy,768,91000075.31,Large
Residential,15696,Urban,5,20,13-10-2015 04:12,27-04-2018 04:12,11411538.94,2603657.011,4116257.502,1170675.292,442130.709,405733.7139,889319.4698,67,Windy,910,82766410.19,Large
Educational,8438,Urban,1,40,14-08-2023 23:52,03-01-2025 23:52,12548075.39,3474326.969,2676474.648,1502621.596,370800.5278,521474.8472,2071439.984,246,Storm,890,44799634,Medium
Residential,12230,Rural,1,5,12-07-2021 09:19,04-06-2023 09:19,6900526.537,2901990.232,2532178.892,441336.9238,288895.259,253003.1878,957347.0178,70,Clear,907,27778077.89,Large
Educational,8552,Suburban,5,22,23-01-2019 01:58,15-08-2020 01:58,4843585.916,2010399.629,1805661.042,350316.1257,156608.7764,428127.6043,606883.2292,197,Storm,327,97162983.22,Medium
Commercial,17282,Rural,2,34,28-03-2015 04:40,26-09-2017 04:40,13988359.12,4018678.291,2696375.01,1438829.96,117174.1461,1332862.601,1007723.261,193,Rain,583,72476231.89,Large
Infrastructure,3954,Suburban,2,41,09-09-2018 13:06,23-05-2019 13:06,1878617.322,447845.7587,501639.0088,122127.6243,87454.15265,101144.0345,111467.2264,29,Rain,283,42002828.05,Small
Residential,12608,Urban,2,27,27-05-2017 22:10,03-03-2019 22:10,29509357.62,10803606.68,10670899.37,2220909.858,677363.0129,2214339.348,2077156.15,29,Rain,116,90973766.25,Large
Educational,6633,Suburban,4,3,02-12-2016 12:19,13-03-2018 12:19,9186149.618,4924660.52,1795366.922,960724.0694,138948.205,427380.1243,1496077.236,75,Clear,803,58990329.8,Medium
Industrial,15868,Suburban,3,10,15-10-2021 03:08,13-02-2024 03:08,31209352.85,6606431.151,4716977.48,1940273.459,518564.9678,1108596.552,4026391.117,214,Rain,122,68323720.03,Large
Commercial,2964,Urban,3,22,17-08-2017 18:02,04-05-2018 18:02,5844196.894,1622208.15,1610541.011,689920.201,265493.3986,482892.0537,1009342.673,222,Snow,367,12332794.83,Small
Infrastructure,17418,Rural,3,8,25-05-2020 13:16,04-01-2023 13:16,21263337.04,5185228.767,4484765.959,1175729.763,503723.5137,2023394.622,1376468.23,232,Clear,518,51239043.25,Large
Commercial,4364,Suburban,5,33,28-05-2017 18:04,26-04-2018 18:04,1795400.766,787116.771,545717.1712,269026.6857,21026.62175,91982.35284,245333.9458,233,Storm,286,77431651.15,Small
Commercial,15314,Urban,3,41,31-08-2023 05:34,12-01-2026 05:34,29551048.25,12171487.19,5283120.571,4204642.717,348113.899,2027188.846,4438234.35,276,Storm,728,56478735.84,Large
Infrastructure,12328,Suburban,4,3,27-07-2020 10:47,02-07-2022 10:47,22973418.69,12799801.33,6014050.36,2300537.862,644211.5518,996415.7439,2948655.731,101,Storm,248,75571204.96,Large
Industrial,19671,Urban,3,4,14-12-2024 15:25,20-11-2027 15:25,40680422.89,9796488.009,14220230.88,3776912.409,888564.7983,3650918.45,6265379.211,128,Windy,426,5391974.964,Large
Infrastructure,16419,Suburban,4,25,07-04-2017 04:03,03-09-2019 04:03,8991217.08,2380317.798,2781559.6,458048.1063,51164.59751,368965.8169,973172.3813,285,Rain,56,91914258.44,Large
Residential,12387,Suburban,2,43,07-08-2015 04:32,19-05-2017 04:32,12103484.83,4429443.796,1827320.249,1689455.697,598067.7674,994862.401,2285402.441,48,Storm,323,43642155.36,Large
Commercial,5151,Urban,2,38,04-02-2023 17:39,17-01-2024 17:39,5235089.176,2224455.52,1293438.508,585456.1868,86562.62168,263975.3868,487349.8953,119,Clear,645,60231316.4,Medium
Commercial,2579,Urban,2,50,25-12-2019 14:40,17-07-2020 14:40,2546065.819,1375430.085,955479.3209,302168.283,126503.029,143482.1656,140547.5254,253,Snow,359,98379127.29,Small
Residential,5310,Rural,4,25,09-04-2016 13:40,19-03-2017 13:40,12535833.84,6042372.264,4425104.231,1816439.442,605785.4493,848933.6237,1074678.252,97,Clear,489,53365369.13,Medium
Industrial,19841,Suburban,4,33,26-10-2016 05:09,18-09-2019 05:09,13695038.64,4183979.447,3964049.331,1680511.057,125761.6516,928920.9464,1186013.837,204,Foggy,308,38089305.13,Large
Educational,3704,Rural,1,32,02-02-2021 17:57,08-08-2021 17:57,8287637.384,3418608.894,1418819.615,1121719.738,380786.7535,787888.1062,1024627.378,29,Snow,112,51151026.39,Small
Commercial,12536,Urban,2,6,23-06-2022 01:15,05-04-2024 01:15,22631893.83,10394258.15,4280637.85,3041563.478,210906.5925,1398612.399,4111361.708,153,Foggy,270,70521256.56,Large
Infrastructure,910,Suburban,2,48,31-12-2021 19:38,21-07-2022 19:38,786854.9608,276674.1701,287733.3313,59558.24346,32770.16825,24687.98181,104404.6423,20,Clear,995,65602046.38,Small
Residential,9574,Urban,2,14,05-07-2022 13:22,01-01-2024 13:22,5364728.636,3050613.153,2031973.958,634781.8549,235989.8313,475663.7952,483108.8787,238,Snow,131,49249745.55,Medium
Industrial,12490,Urban,4,28,15-04-2023 00:06,13-04-2025 00:06,7919241.297,4696624.954,3041200.903,879821.6342,294869.0127,434832.561,1393215.442,165,Storm,708,30095525.67,Large
Industrial,11526,Urban,4,27,20-08-2021 15:17,19-08-2023 15:17,18339378.77,4644691.124,5646893.135,1457165.09,612643.8318,1793861.535,3635086.721,229,Rain,938,88734294.49,Large
Residential,10492,Urban,4,14,17-09-2017 09:03,02-06-2019 09:03,5184226.867,1351609.918,1739987,762371.6298,201069.9867,476364.994,729252.4348,97,Clear,670,33405604.99,Large
Residential,12695,Rural,4,48,22-05-2017 01:34,11-06-2019 01:34,19856895.67,7403429.11,4992167.224,2228628.178,936277.0815,1194090.165,3563869.709,133,Windy,393,55485611.76,Large
Industrial,11605,Suburban,5,17,12-11-2022 22:22,26-11-2024 22:22,12894519.19,3186542.736,3648009.252,1192694.861,382233.8379,1058803.87,661575.122,153,Clear,805,23804622.56,Large
Residential,18530,Rural,2,17,29-03-2018 16:37,23-11-2020 16:37,24745129.84,10007930.53,7944972.458,3279260.561,199543.278,2421905.532,1906778.4,123,Windy,87,94109855.75,Large
Industrial,14401,Suburban,2,42,13-06-2019 10:30,24-06-2021 10:30,23042787.43,12943797.46,3692386.538,2074406.112,246605.4345,2087993.495,3078838.167,20,Storm,271,58095564.07,Large
Infrastructure,17851,Urban,1,39,16-02-2021 06:20,13-11-2023 06:20,12866123.04,2623182.985,3885543.555,1890354.2,519330.6022,873395.6163,853807.9617,147,Windy,852,13277274.24,Large
Infrastructure,17755,Suburban,3,38,19-07-2024 02:41,05-03-2027 02:41,38935737.34,12448757.21,5908944.357,2788733.332,1409665.435,1599396.182,6618798.893,27,Foggy,168,99831292.11,Large
Infrastructure,12923,Suburban,3,10,26-12-2016 07:51,06-03-2019 07:51,6943551.472,3538180.996,1631362.528,373987.4375,46175.28404,375823.1926,543692.7366,267,Foggy,847,24182928.51,Large
